file_name,file_path,function_name,loop_index,loop_type,start_line,end_line,has_bounds,initialization,condition,increment,estimated_iterations
ThermalComfort.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/ThermalComfort.cc,CalcThermalComfortAdaptiveASH55,5,for_loop,2514,2527,True,i = 1,i <= 30,++i,unknown
ThermalComfort.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/ThermalComfort.cc,CalcThermalComfortAdaptiveASH55,6,for_loop,2516,2525,True,j = 1,j <= 24,++j,unknown
ThermalComfort.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/ThermalComfort.cc,CalcThermalComfortAdaptiveASH55,7,for_loop,2518,2521,True,ind = 1,ind <= 6,++ind,unknown
ThermalComfort.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/ThermalComfort.cc,CalcThermalComfortAdaptiveASH55,9,for_loop,2535,2544,True,j = 1,j <= 24,++j,unknown
ThermalComfort.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/ThermalComfort.cc,CalcThermalComfortAdaptiveASH55,10,for_loop,2537,2540,True,ind = 1,ind <= 6,++ind,unknown
ThermalComfort.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/ThermalComfort.cc,CalcThermalComfortAdaptiveASH55,12,for_loop,2550,2563,True,i = 1,i <= 30 - calcEndDay,++i,unknown
ThermalComfort.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/ThermalComfort.cc,CalcThermalComfortAdaptiveASH55,13,for_loop,2552,2561,True,j = 1,j <= 24,++j,unknown
ThermalComfort.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/ThermalComfort.cc,CalcThermalComfortAdaptiveASH55,14,for_loop,2554,2557,True,ind = 1,ind <= 6,++ind,unknown
ThermalComfort.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/ThermalComfort.cc,CalcThermalComfortAdaptiveASH55,15,for_loop,2580,2582,True,i = 1,i <= 29,i++,unknown
ThermalComfort.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/ThermalComfort.cc,CalcThermalComfortAdaptiveASH55,16,for_loop,2584,2586,True,i = 1,i <= 29,i++,unknown
ThermalComfort.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/ThermalComfort.cc,CalcThermalComfortAdaptiveCEN15251,0,for_loop,2727,2729,True,i = 1,i <= 9,++i,unknown
ThermalComfort.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/ThermalComfort.cc,CalcThermalComfortAdaptiveCEN15251,2,for_loop,2738,2751,True,i = 1,i <= 7,++i,unknown
ThermalComfort.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/ThermalComfort.cc,CalcThermalComfortAdaptiveCEN15251,3,for_loop,2740,2749,True,j = 1,j <= 24,++j,unknown
ThermalComfort.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/ThermalComfort.cc,CalcThermalComfortAdaptiveCEN15251,4,for_loop,2742,2745,True,ind = 1,ind <= 6,++ind,unknown
ThermalComfort.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/ThermalComfort.cc,CalcThermalComfortAdaptiveCEN15251,6,for_loop,2759,2768,True,j = 1,j <= 24,++j,unknown
ThermalComfort.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/ThermalComfort.cc,CalcThermalComfortAdaptiveCEN15251,7,for_loop,2761,2764,True,ind = 1,ind <= 6,++ind,unknown
ThermalComfort.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/ThermalComfort.cc,CalcThermalComfortAdaptiveCEN15251,9,for_loop,2774,2787,True,i = 1,i <= 7 - calcEndDay,++i,unknown
ThermalComfort.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/ThermalComfort.cc,CalcThermalComfortAdaptiveCEN15251,10,for_loop,2776,2785,True,j = 1,j <= 24,++j,unknown
ThermalComfort.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/ThermalComfort.cc,CalcThermalComfortAdaptiveCEN15251,11,for_loop,2778,2781,True,ind = 1,ind <= 6,++ind,unknown
RefrigeratedCase.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/RefrigeratedCase.cc,GetRefrigerationInput,1,for_loop,1297,1308,True,HRNum = 1,HRNum <= 24,++HRNum,unknown
RefrigeratedCase.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/RefrigeratedCase.cc,CalculateTransCompressors,2,for_loop,10128,10139,True,Iter = 1,Iter <= 15,++Iter,unknown
RefrigeratedCase.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/RefrigeratedCase.cc,CalculateTransCompressors,3,for_loop,10152,10161,True,Iter = 1,Iter <= 15,++Iter,unknown
RefrigeratedCase.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/RefrigeratedCase.cc,CalculateTransCompressors,4,for_loop,10179,10188,True,Iter = 1,Iter <= 15,++Iter,unknown
RefrigeratedCase.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/RefrigeratedCase.cc,CalculateSecondary,3,for_loop,11596,11635,True,Iter = 1,Iter <= 10,++Iter,unknown
ConvectionCoefficients.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/ConvectionCoefficients.cc,GetUserConvectionCoefficients,5,for_loop,1465,1659,True,Pass = 1,Pass <= 2,++Pass,unknown
ConvectionCoefficients.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/ConvectionCoefficients.cc,GetUserConvectionCoefficients,10,for_loop,1682,1859,True,Pass = 1,Pass <= 2,++Pass,unknown
ConductionTransferFunctionCalc.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/ConductionTransferFunctionCalc.cc,CalculateGammas,4,for_loop,1751,1779,True,j = 1,j <= 3,++j,unknown
ConductionTransferFunctionCalc.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/ConductionTransferFunctionCalc.cc,CalculateCTFs,1,for_loop,1878,1880,True,j = 1,j <= 3,++j,unknown
ConductionTransferFunctionCalc.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/ConductionTransferFunctionCalc.cc,CalculateCTFs,9,for_loop,1985,1998,True,j = 1,j <= 3,++j,unknown
ConductionTransferFunctionCalc.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/ConductionTransferFunctionCalc.cc,CalculateCTFs,11,for_loop,2000,2018,True,j = 1,j <= 3,++j,unknown
ConductionTransferFunctionCalc.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/ConductionTransferFunctionCalc.cc,CalculateCTFs,16,for_loop,2074,2085,True,j = 1,j <= 3,++j,unknown
ConductionTransferFunctionCalc.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/ConductionTransferFunctionCalc.cc,CalculateCTFs,18,for_loop,2090,2108,True,j = 1,j <= 3,++j,unknown
FuelCellElectricGenerator.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/FuelCellElectricGenerator.cc,CalcFuelCellGeneratorModel,0,for_loop,1175,1605,True,iter = 1,iter <= 20,++iter,unknown
FuelCellElectricGenerator.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/FuelCellElectricGenerator.cc,FigureProductGasesEnthalpy,0,for_loop,2340,2365,True,thisConstit = 1,thisConstit <= 5,++thisConstit,unknown
FuelCellElectricGenerator.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/FuelCellElectricGenerator.cc,FigurePowerConditioningLosses,0,for_loop,3058,3064,True,iter = 1,iter <= 20,++iter,unknown
FuelCellElectricGenerator.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/FuelCellElectricGenerator.cc,CalcFuelCellGenHeatRecovery,1,for_loop,3464,3480,True,loop = 1,loop <= 5,++loop,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,InitGlassOpticalCalculations,1,for_loop,583,585,True,IPhi = 1,IPhi <= 10,++IPhi,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,InitGlassOpticalCalculations,28,for_loop,1199,1206,True,IPhi = 1,IPhi <= 10,++IPhi,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,InitGlassOpticalCalculations,33,for_loop,1264,1271,True,IPhi = 1,IPhi <= 10,++IPhi,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,InitGlassOpticalCalculations,39,for_loop,1356,1366,True,IPhi = 1,IPhi <= 10,++IPhi,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,InitGlassOpticalCalculations,40,for_loop,1401,1418,True,IPhi = 1,IPhi <= 10,++IPhi,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,InitGlassOpticalCalculations,44,for_loop,1569,1573,True,CoefNum = 1,CoefNum <= 6,++CoefNum,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,W5InitGlassParameters,4,for_loop,1908,1910,True,IPhi = 1,IPhi <= 10,++IPhi,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,CalcWindowHeatBalance,0,for_loop,2448,2450,True,i = 1,i <= 2 * Construct( ConstrNum ).TotSolidLayers,++i,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,CalcWindowHeatBalance,6,for_loop,2719,2723,True,ICoeff = 1,ICoeff <= 3,++ICoeff,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,CalcWindowHeatBalance,7,for_loop,2740,2744,True,ICoeff = 1,ICoeff <= 3,++ICoeff,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,SolveForWindowTemperatures,2,for_loop,3462,3464,True,i = 1,i <= 6,++i,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,SolveForWindowTemperatures,3,for_loop,3580,3582,True,i = 1,i <= 8,++i,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BetweenGlassShadeNaturalFlow,0,for_loop,4187,4190,True,IGap = 1,IGap <= 2,++IGap,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BetweenGlassShadeNaturalFlow,1,for_loop,4194,4197,True,IGap = 1,IGap <= 2,++IGap,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BetweenGlassShadeNaturalFlow,2,for_loop,4200,4211,True,IGap = 1,IGap <= 2,++IGap,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BetweenGlassShadeNaturalFlow,3,for_loop,4218,4221,True,IGap = 1,IGap <= 2,++IGap,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BetweenGlassShadeNaturalFlow,4,for_loop,4246,4248,True,IGap = 1,IGap <= 2,++IGap,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BetweenGlassShadeNaturalFlow,5,for_loop,4274,4285,True,IGap = 1,IGap <= 2,++IGap,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BetweenGlassShadeForcedFlow,0,for_loop,4495,4498,True,IGap = 1,IGap <= 2,++IGap,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BetweenGlassShadeForcedFlow,1,for_loop,4502,4505,True,IGap = 1,IGap <= 2,++IGap,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BetweenGlassShadeForcedFlow,2,for_loop,4520,4548,True,IGap = 1,IGap <= 2,++IGap,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,DiffuseAverage,0,for_loop,6182,6184,True,IPhi = 1,IPhi <= 9,++IPhi,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,DiffuseAverageProfAngGnd,0,for_loop,6239,6243,True,IPhi = 1,IPhi <= 18,++IPhi,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,DiffuseAverageProfAngSky,0,for_loop,6300,6304,True,IPhi = 19,IPhi <= 36,++IPhi,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,CalcNominalWindowCond,4,for_loop,6946,6950,True,ICoeff = 1,ICoeff <= 3,++ICoeff,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,CalcWindowBlindProperties,1,for_loop,7766,7892,True,ISolVis = 1,ISolVis <= 2,++ISolVis,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,CalcWindowBlindProperties,3,for_loop,7835,7876,True,IProfAng = 1,IProfAng <= 37,++IProfAng,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,CalcWindowScreenProperties,9,for_loop,8092,8100,True,j = 90 / Material( MatNum ).ScreenMapResolution + 1,j >= 1,--j,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,CalcWindowScreenProperties,10,for_loop,8093,8099,True,i = 90 / Material( MatNum ).ScreenMapResolution + 1,i >= 1,--i,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,CalcWindowScreenProperties,11,for_loop,8105,8107,True,i = 90 / Material( MatNum ).ScreenMapResolution,i >= 2,--i,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,CalcWindowScreenProperties,12,for_loop,8110,8116,True,j = 1,j <= 90 / Material( MatNum ).ScreenMapResolution + 1,++j,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,CalcWindowScreenProperties,13,for_loop,8112,8114,True,i = 90 / Material( MatNum ).ScreenMapResolution + 1,i >= 2,--i,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,CalcWindowScreenProperties,14,for_loop,8122,8124,True,i = 1,i <= 90 / Material( MatNum ).ScreenMapResolution,++i,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,CalcWindowScreenProperties,15,for_loop,8127,8133,True,j = 1,j <= 90 / Material( MatNum ).ScreenMapResolution + 1,++j,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,CalcWindowScreenProperties,16,for_loop,8129,8131,True,i = 1,i <= 90 / Material( MatNum ).ScreenMapResolution,++i,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BlindOpticsDiffuse,0,for_loop,8263,8268,True,k = 3,k <= 5,k += 2,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BlindOpticsDiffuse,1,for_loop,8264,8267,True,m = 3,m <= 6,++m,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BlindOpticsDiffuse,2,for_loop,8270,8272,True,k = 1,k <= 4,++k,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BlindOpticsDiffuse,3,for_loop,8290,8295,True,k = 3,k <= 6,++k,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BlindOpticsDiffuse,4,for_loop,8292,8294,True,m = 3,m <= 6,++m,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BlindOpticsDiffuse,5,for_loop,8299,8305,True,k = 1,k <= 6,++k,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BlindOpticsDiffuse,6,for_loop,8301,8304,True,m = 1,m <= 6,++m,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BlindOpticsDiffuse,7,for_loop,8310,8325,True,IUpDown = 1,IUpDown <= 2,++IUpDown,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BlindOpticsDiffuse,8,for_loop,8311,8323,True,Iphis = 1,Iphis <= 10,++Iphis,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BlindOpticsDiffuse,9,for_loop,8348,8353,True,k = 3,k <= 6,++k,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BlindOpticsDiffuse,10,for_loop,8350,8352,True,m = 3,m <= 6,++m,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BlindOpticsDiffuse,11,for_loop,8357,8363,True,k = 1,k <= 6,++k,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BlindOpticsDiffuse,12,for_loop,8359,8362,True,m = 1,m <= 6,++m,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BlindOpticsDiffuse,13,for_loop,8382,8387,True,k = 3,k <= 5,k += 2,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BlindOpticsDiffuse,14,for_loop,8383,8386,True,m = 3,m <= 6,++m,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BlindOpticsDiffuse,15,for_loop,8389,8391,True,k = 1,k <= 4,++k,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BlindOpticsDiffuse,16,for_loop,8409,8414,True,k = 3,k <= 6,++k,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BlindOpticsDiffuse,17,for_loop,8411,8413,True,m = 3,m <= 6,++m,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BlindOpticsDiffuse,18,for_loop,8417,8423,True,k = 1,k <= 6,++k,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BlindOpticsDiffuse,19,for_loop,8419,8422,True,m = 1,m <= 6,++m,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BlindOpticsDiffuse,20,for_loop,8448,8453,True,k = 3,k <= 6,++k,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BlindOpticsDiffuse,21,for_loop,8450,8452,True,m = 3,m <= 6,++m,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BlindOpticsDiffuse,22,for_loop,8457,8463,True,k = 1,k <= 6,++k,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BlindOpticsDiffuse,23,for_loop,8459,8462,True,m = 1,m <= 6,++m,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BlindOpticsBeam,0,for_loop,8594,8687,True,i = 0,i <= 2,i += 2,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BlindOpticsBeam,1,for_loop,8633,8638,True,k = 3,k <= 5,k += 2,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BlindOpticsBeam,2,for_loop,8634,8637,True,m = 3,m <= 6,++m,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BlindOpticsBeam,3,for_loop,8640,8642,True,k = 1,k <= 4,++k,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BlindOpticsBeam,4,for_loop,8665,8670,True,k = 3,k <= 6,++k,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BlindOpticsBeam,5,for_loop,8667,8669,True,m = 3,m <= 4,++m,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BlindOpticsBeam,6,for_loop,8673,8678,True,k = 1,k <= 6,++k,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,BlindOpticsBeam,7,for_loop,8675,8677,True,m = 3,m <= 6,++m,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,ViewFac,0,for_loop,8770,8772,True,i = 1,i <= 6,++i,unknown
WindowManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WindowManager.cc,ViewFac,1,for_loop,8796,8801,True,i = 2,i <= 6,++i,unknown
WaterCoils.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WaterCoils.cc,InitWaterCoil,1,for_loop,1093,1274,True,Ipass = 1,Ipass <= 2,++Ipass,unknown
WaterCoils.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WaterCoils.cc,CalcDetailFlatFinCoolingCoil,0,for_loop,2731,2734,True,CoefPointer = 1,CoefPointer <= 5,++CoefPointer,unknown
WaterCoils.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WaterCoils.cc,CalcIBesselFunc,0,for_loop,4353,4360,True,LoopCount = 1,LoopCount <= 30,++LoopCount,unknown
WaterCoils.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WaterCoils.cc,CalcIBesselFunc,2,for_loop,4377,4382,True,LoopCount = 1,LoopCount <= 1000,++LoopCount,unknown
WaterCoils.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WaterCoils.cc,CalcKBesselFunc,0,for_loop,4474,4476,True,LoopCount = 2,LoopCount <= 12,++LoopCount,unknown
WaterCoils.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WaterCoils.cc,CalcKBesselFunc,1,for_loop,4507,4512,True,LoopCount = 1,LoopCount <= 6,++LoopCount,unknown
WaterCoils.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/WaterCoils.cc,CalcKBesselFunc,2,for_loop,4525,4530,True,LoopCount = 2,LoopCount <= 8,++LoopCount,unknown
Pumps.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/Pumps.cc,SizePump,0,for_loop,1746,1759,True,Side = 1,Side <= 2,++Side,unknown
HeatBalanceHAMTManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/HeatBalanceHAMTManager.cc,GetHeatBalHAMTInput,6,for_loop,451,463,True,ii = 1,ii <= 100,++ii,unknown
SolarReflectionManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SolarReflectionManager.cc,CalcBeamSolDiffuseReflFactors,0,for_loop,620,622,True,IHr = 1,IHr <= 24,++IHr,unknown
SolarReflectionManager.cc,/Users/aussie/projects/2025/EnergyPlus/EnergyPlus-8.9.0/src/EnergyPlus/SolarReflectionManager.cc,CalcBeamSolSpecularReflFactors,0,for_loop,901,903,True,IHr = 1,IHr <= 24,++IHr,unknown
